x,y,z,time,signal
0.0634765625,0.654541015625,1.71142578125,1001383,1
0.632080078125,-0.2314453125,1.99993896484375,1001484,1
0.632080078125,-0.2314453125,1.99993896484375,1001484,1
0.632080078125,-0.2314453125,1.99993896484375,1001484,1
0.80322265625,-0.774658203125,1.333740234375,1001585,1
0.80322265625,-0.774658203125,1.333740234375,1001585,1
0.80322265625,-0.774658203125,1.333740234375,1001585,1
0.692138671875,-0.703369140625,1.205078125,1001686,0
0.692138671875,-0.703369140625,1.205078125,1001686,0
0.692138671875,-0.703369140625,1.205078125,1001686,0
0.005859375,-0.223388671875,0.691650390625,1001787,-1
0.005859375,-0.223388671875,0.691650390625,1001787,-1
0.005859375,-0.223388671875,0.691650390625,1001787,-1
-0.0087890625,0.09228515625,0.285400390625,1001888,-1
-0.0087890625,0.09228515625,0.285400390625,1001888,-1
-0.0087890625,0.09228515625,0.285400390625,1001888,-1
-0.591064453125,0.16552734375,0.708984375,1001989,-1
-0.591064453125,0.16552734375,0.708984375,1001989,-1
-0.591064453125,0.16552734375,0.708984375,1001989,-1
-0.443603515625,0.430908203125,0.83935546875,1002090,0
-0.443603515625,0.430908203125,0.83935546875,1002090,0
-0.443603515625,0.430908203125,0.83935546875,1002090,0
-0.653076171875,-0.0029296875,1.81982421875,1002191,1
-0.653076171875,-0.0029296875,1.81982421875,1002191,1
-0.653076171875,-0.0029296875,1.81982421875,1002191,1
-0.729736328125,-1.000244140625,1.99993896484375,1002292,1
-0.729736328125,-1.000244140625,1.99993896484375,1002292,1
-0.729736328125,-1.000244140625,1.99993896484375,1002292,1
1.23779296875,1.52099609375,1.09423828125,1002393,0
1.23779296875,1.52099609375,1.09423828125,1002393,0
1.23779296875,1.52099609375,1.09423828125,1002393,0
0.469482421875,-0.76123046875,0.46533203125,1002494,-1
0.469482421875,-0.76123046875,0.46533203125,1002494,-1
0.469482421875,-0.76123046875,0.46533203125,1002494,-1
-1.03515625,-0.6884765625,-0.309814453125,1002595,-1
-1.03515625,-0.6884765625,-0.309814453125,1002595,-1
-1.03515625,-0.6884765625,-0.309814453125,1002595,-1
-0.046630859375,-0.01025390625,0.460205078125,1002696,-1
-0.046630859375,-0.01025390625,0.460205078125,1002696,-1
-0.046630859375,-0.01025390625,0.460205078125,1002696,-1
